Title,Company,Location,Category,Contract Type,Contract Time,Salary Min,Salary Max,Created,Description,Redirect URL,timestamp
Data Scientist,Commonwealth Bank of Australia,"Sydney CBD, Sydney",Scientific & QA Jobs,,full_time,,,2025-02-07T08:48:45Z,You are passionate about leveraging cutting-edge Data Science to drive growth and innovation Join a dynamic team that's continuously pushing the boundaries of growth marketing Your work will directly impact our largest retail portfolio and millions of customers Do work that matters Working within Home Buying growth and acquisition modelling supporting the Search & Find squad you will use your technical knowledge and understanding of business domain to deliver complex modelling projects. As a co…,https://www.adzuna.com.au/land/ad/5040291902?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=3BFFCD20F8F26792D9704B7792D4CE1A1382BF90,2025-02-07 21:42:56.740726
Data Scientist,Talent International,"South Yarra, Stonnington Area",IT Jobs,contract,full_time,,,2025-02-06T20:47:47Z,"Our client is a leading national retailer currently seeking a Data Scientist to deliver across a range of projects enhancing customer experience. Your new role will see you delivering seamless and proactive services across the business. By articulating customer opportunity, commercial benefit and data findings you will provide invaluable insights to the business. Internally, you will help promote the use of advanced analytics and help demonstrate the value behind business decisions. Skills and …",https://www.adzuna.com.au/land/ad/5039708485?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=F4856E0FD8F774D690CA26BD3825DD57B25F2703,2025-02-07 21:42:56.740726
Data Scientist,AusNet Services,"Victoria, Australia",IT Jobs,,full_time,,,2025-02-07T08:48:46Z,"When you choose AusNet, you’ll join genuine people working together making Real. Progress At AusNet, we’re the link between renewable energy sources and local communities, playing a key role in the clean energy transition and providing essential energy to every Victorian family. Help us lead the way, while enriching your career with real people who encourage you to bring your best and make real impact – for your career, our communities, and Australia’s cleaner energy future. Purposeful work wit…",https://www.adzuna.com.au/land/ad/5040292037?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=535F13117D9F9FD8BC4CAD28D25D01F9C3BFD7FD,2025-02-07 21:42:56.740726
Senior Data Scientist,Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-07T08:48:45Z,"You are determined to stay ahead of the latest technologies in Data Science and AI We are a high performing team with a passion for innovation and continuous improvement. Together we can build state-of-the-art Data Science models that power seamless experiences for millions of customers Do work that matters: Retail Banking Services (RBS) is the public face of CommBank, delivering a seamless banking experience for the future, to our 10 million personal and small business customers. We offer mark…",https://www.adzuna.com.au/land/ad/5040291873?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=A681862DEBAA6318A5631EAB18A1F09F2129B42B,2025-02-07 21:42:56.740726
Senior Staff Data Scientist,Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-07T08:48:45Z,"Senior Staff Data Scientist – Gen AI, ML You are determined to stay ahead of the latest technologies in Gen AI and Data Science We're one of the largest and most advanced Data Science practices in the country Together we can build state-of-the-art Data Science models that power seamless experiences for millions of customers. Do work that matters As we continue our pursuit of NPS 30 we need to transform the way we engage with our customers and colleagues. As the Senior Staff Data Scientist withi…",https://www.adzuna.com.au/land/ad/5040291906?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=384865097D880C3A4A2AC233531CB8302428119C,2025-02-07 21:42:56.740726
Data Scientist- Gen AI,Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-07T08:48:46Z,"You are determined to stay ahead of the latest technologies in Data Science We're one of the largest and most advanced Data Science practices in the country Together we can build state-of-the-art Data Science models that power seamless experiences for millions of customers Do work that matters As a Data Scientist within the Business Bank’s Customer, Channels and Data AI Centre of Excellence (AiCE), you will assist in the development, monitoring, implementation and management of models supportin…",https://www.adzuna.com.au/land/ad/5040291985?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=CB4B4C11580A40A52CA537C6EBF0A527F46BA7C2,2025-02-07 21:42:56.740726
2 Lead (Actuary) Data Scientist,Recruitment Hive,"The Rocks, Sydney",IT Jobs,,full_time,,,2025-02-07T08:48:50Z,"1212 Month Federal Government Contract NSW (Surrey Hills) or VIC (Richmond or Geelong) No Security Clearance required Key duties and responsibilities The Lead (Actuary) Data Scientist role requires providing leadership, control, planning, resource management, performance management and decision making for the team membership and assigned contractors working within the Analytics, Data and Actuarial Division of this Federal Government Agency . The position will exercise a considerable degree of i…",https://www.adzuna.com.au/land/ad/5040292665?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=183FA6343F29BCFD50F39B1A4E95B3ED0400D696,2025-02-07 21:42:56.740726
Data Scientist,Michael Page,"Hawthorn East, Boroondara Area",IT Jobs,contract,full_time,233982,259980,2025-02-06T14:47:22Z,"Work on advanced machine learning projects with real business impact. About Our Client Our client is a large organization in the retail sector, renowned for its commitment to innovation and customer service. With a strong presence across Australia, they operate in a fast-paced, technology-driven environment. Job Description Extract, analyse and interpret large volumes of data to identify trends and insights. Develop predictive models to support decision making and business optimisation. Collabo…",https://www.adzuna.com.au/land/ad/5039317619?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=B73B2643587DB4EF53A24CE231F39BC32691AB69,2025-02-07 21:42:56.740726
"Manager - AI Democratisation, Data Science Practice",Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-07T08:48:44Z,"Manager - AI Democratisation, Data Science Practice You are passionate about leveraging powerful AI learning tools to empower people. We are an AI Ambitious bank that's continuously pushing the boundaries of AI Acceleration. Together, we can create positive impact on millions of customers in Australia. Do work that matters As a Manager AI Democratisation, Data Science Practice, you will play a pivotal role in leading and managing the AI Democratisation initiatives within the Data Science Practi…",https://www.adzuna.com.au/land/ad/5040291828?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=13E023E91D42269FE0A02C4C5295C5AB519BEBA1,2025-02-07 21:42:56.740726
"Manager - AI ways of working, Data Science Practice",Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-07T08:48:45Z,"Manager - AI ways of working, Data Science Practice You are passionate about leveraging powerful AI learning tools to empower people. We are an AI Ambitious bank that's continuously pushing the boundaries of AI Acceleration. Together, we can create positive impact on millions of customers in Australia. Do work that matters As a Data Science Practice AI Ways of Working Manager, you will be responsible for optimising AI value delivery and fostering a high-performing team environment amongst Data …",https://www.adzuna.com.au/land/ad/5040291863?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=DFCCE7121BC8F68C68F7D7C69BBD6B8F0A71701B,2025-02-07 21:42:56.740726
Principal Data Scientist,Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:34Z,"Join Our Team About Us: Our Retail Banking Services (RBS) AI and Data Science team is central to realizing the Group’s vision of a future enriched by advanced AI technologies. We integrate cutting-edge Generative AI, Agentic AI, and Deep Learning methodologies to provide a seamless, customer-centric banking experience. Our team delivers market-leading products and services supported by some of the world’s most sophisticated systems and processes. The Opportunity: We are looking for a Principal …",https://www.adzuna.com.au/land/ad/5038362728?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=4B43BF612DB43FA9096CEB644E63E6EC8F67B3E3,2025-02-07 21:42:56.740726
"Senior Data Scientist - Gen AI, ML",Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:35Z,"Senior Data Scientist – Gen AI, ML You are determined to stay ahead of the latest technologies in Gen AI and Data Science We're one of the largest and most advanced Data Science practices in the country Together we can build state-of-the-art Data Science models that power seamless experiences for millions of customers. Do work that matters As we continue our pursuit of NPS 30 we need to transform the way we engage with our customers and colleagues. As the Senior Staff Data Scientist within Chie…",https://www.adzuna.com.au/land/ad/5038362825?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=01C4DE089BAEACA3E807DEA954998880D92C77F8,2025-02-07 21:42:56.740726
"Senior Data Scientist - ML, Gen AI",Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:34Z,"Senior Data Scientist – ML, Gen AI You are determined to stay ahead of the latest technologies in Data Science We are one of the largest and most advanced Data Science practices in the country Together we can build state-of-the-art AI models that power seamless experiences for millions of customers. Do work that matters As a Senior Data Scientist within the Technology Data Science team, you will play a key role in the design, development, and deployment of state-of-the-art ML and Gen AI models …",https://www.adzuna.com.au/land/ad/5038362806?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=DCB36C2934ED3A141B35CBAA78221A5703EA0B90,2025-02-07 21:42:56.740726
"Senior Associate Data Scientist- ML, Gen AI",Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:35Z,"Senior Associate Data Scientist- ML, Gen AI You are curious and passionate to build advanced ML and Gen AI models We are ambitious in transforming lives of customers using ML and Gen AI Together we will deliver innovative Gen AI solutions at scale to our customers Do work that matters: Here, you’ll turn your passion into reality. In this role, you will contribute to design, development and implementation to cutting edge AI solutions to accelerate Tech modernization, SDLC and uplift customer exp…",https://www.adzuna.com.au/land/ad/5038362861?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=C101C0F14D30FA517DE1668A8DD61F90ADFBAE3F,2025-02-07 21:42:56.740726
Data Scientist,MPAU Technology,"Auburn, Boroondara Area",IT Jobs,contract,full_time,,,2025-02-05T18:03:23Z,"Our client is currently seeking a dedicated and experienced Data Scientist with a strong background in the retail industry. The role will involve using data analytics to optimize our business operations and improve customer experiences. Client Details Our client is a large organization in the retail sector, renowned for its commitment to innovation and customer service. With a strong presence across Australia, they operate in a fast-paced, technology-driven environment. Description Extract, ana…",https://www.adzuna.com.au/details/5038217001?utm_medium=api&utm_source=4a3e4881,2025-02-07 21:42:56.740726
Data Scientist,Leidos,"Melbourne, Melbourne Region",IT Jobs,,,,,2025-02-05T14:34:10Z,"Job Description Your New Role This role will be responsible for the design, development, build, installation, testing and evaluation of data science solutions that utilize Big Data technologies. Under the general direction of a designated supervisor, the successful individual will perform the following functions as individual assignments or as part of a team: Analysis of user requirements and development of relevant analytical models, Test and validation of ML and AI models Data preparation and…",https://www.adzuna.com.au/details/5037991274?utm_medium=api&utm_source=4a3e4881,2025-02-07 21:42:56.740726
Data Scientist,CircuIT Recruitment Group,"Melbourne, Melbourne Region",IT Jobs,contract,full_time,800,800,2025-02-06T04:58:05Z,"Job Title: Data Scientist – AI & ML Modelling Location: Melbourne, Hybrid (50% Onsite) Contract: 6-Months (with a view to extend) Rate: $800  GST per day About Our Client: Our client is a large Australian marketer, wholesaler, and distributor of healthcare, pharmaceutical and medical products. As they accelerate their AI journey, they are expanding their data team to drive innovation and operational efficiency. Role Overview: We are seeking a mid-level Data Scientist with a strong software deve…",https://www.adzuna.com.au/details/5038795452?utm_medium=api&utm_source=4a3e4881,2025-02-07 21:42:56.740726
Machine Learning Engineer Contract,Recruitment Hive,"Sydney CBD, Sydney",IT Jobs,contract,full_time,,,2025-02-07T08:48:50Z,"12  12 month contract – Hybrid work arrangements Surry Hills, NSW – Baseline clearance desirable Python, Docker, Kubernetes – Common python & R ML libraries/packages Our client, a large Federal Government department based in Surry Hills, NSW, requires an experienced Machine Learning engineer for a month 12  12 month contract. Duties Providing end to end ownership of building secure CI/CD processes for various DSCE applications (Design, Build, Test, Support). Provision of support and maintenance…",https://www.adzuna.com.au/land/ad/5040292666?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=00679E33117FCC2E43692B0F3328A1E6A36B2BA3,2025-02-07 21:42:56.740726
Senior Data Scientist,Evergen,"Newcastle Region, New South Wales",IT Jobs,,,,,2025-02-06T08:35:22Z,"Job Description As part of the Data Science team, you will collaborate with a close-knit group of skilled professionals focused on advancing renewable energy solutions. Your role will involve developing innovative strategies and tools to optimise energy systems, ensuring they are both efficient and sustainable. Together, you will contribute to creating impactful solutions that drive the future of renewable energy technologies. Key Responsibilities Gather, clean, and preprocess large datasets fr…",https://www.adzuna.com.au/details/5038979456?utm_medium=api&utm_source=4a3e4881,2025-02-07 21:42:56.740726
AURIN Data Scientist,The University of Melbourne,"Melbourne, Melbourne Region",Teaching Jobs,,full_time,,,2025-02-06T17:51:22Z,"Position Number: 0064953 Location: Parkville Role type: Full-time; Continuing Faculty: Faculty of Architecture, Building and Planning Salary: UOM 7 – $106,432 – $115,211 p.a. plus 17% super Deliver data, analytics, and expertise to advance research and policy decisions for Australia’s cities and regions through AURIN's national digital research infrastructure. Collaborate with cross-functional experts to drive innovative, FAIR-aligned data solutions for national-scale impact. Salary packaging, …",https://www.adzuna.com.au/details/5039562827?utm_medium=api&utm_source=4a3e4881,2025-02-07 21:42:56.740726
Data Scientist (Mid level),INGRITY,"Sydney, Sydney Region",IT Jobs,,,,,2025-02-05T07:28:22Z,"Are you a motivated Data Scientist (mid level) eager to grow your skills and turn complex data into actionable insights? Do you have hands-on experience in machine learning, predictive analytics, and proficiency with Generative AI ? Join our dynamic team at INGRITY, where your analytical abilities will contribute to impactful projects for our valued clients. This is an excellent opportunity for a junior-level professional to work on cutting-edge technologies, including Generative AI and Databri…",https://www.adzuna.com.au/details/5037642394?utm_medium=api&utm_source=4a3e4881,2025-02-07 21:42:56.740726
2 Lead (Actuary) Data Scientist,Recruitment Hive,"Sydney, Sydney Region",IT Jobs,,full_time,280800,301600,2025-02-07T04:09:49Z,"1212 Month Federal Government Contract NSW (Surrey Hills) or VIC (Richmond or Geelong) No Security Clearance required Key duties and responsibilities The Lead (Actuary) Data Scientist role requires providing leadership, control, planning, resource management, performance management and decision making for the team membership and assigned contractors working within the Analytics, Data and Actuarial Division of this Federal Government Agency . The position will exercise a considerable degree of i…",https://www.adzuna.com.au/details/5040022993?utm_medium=api&utm_source=4a3e4881,2025-02-07 21:42:56.740726
Senior Data Scientist / Data Analyst - Suncorp Bank,ANZ,"Brisbane CBD, Brisbane",IT Jobs,permanent,full_time,,,2025-02-06T14:47:19Z,"About Us At Suncorp Bank you can build a career with exceptional growth potential, within a culture of purpose and belonging. As part of the ANZ Group, when you apply to join Suncorp Bank, you'll be directed to ANZ systems and receive correspondence and notifications from ANZ as part of the recruitment process. About the Role As a Senior Data Scientist/Analyst in our Financial Crime Data Analytics space, you’ll play a key role in leading the development and delivery of monitoring, detection and…",https://www.adzuna.com.au/land/ad/5039317342?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=7D45FF10E451DE24A64705884B05EA227CE1CDDD,2025-02-07 21:42:56.740726
Data Science Intern - Summer 2025,Lenovo,Australia,IT Jobs,contract,full_time,,,2025-02-05T10:56:47Z,"Why Work at Lenovo We are Lenovo. We do what we say. We own what we do. We WOW our customers. Lenovo is a US$57 billion revenue global technology powerhouse, ranked 248 in the Fortune Global 500, and serving millions of customers every day in 180 markets. Focused on a bold vision to deliver Smarter Technology for All, Lenovo has built on its success as the world’s largest PC company with a full-stack portfolio of AI-enabled, AI-ready, and AI-optimized devices (PCs, workstations, smartphones, ta…",https://www.adzuna.com.au/details/5037830426?utm_medium=api&utm_source=4a3e4881,2025-02-07 21:42:56.740726
Data Scientist Mission Software Solutions (Intel),Leidos,"South Yarra, Stonnington Area",IT Jobs,,full_time,,,2025-02-05T10:34:24Z,"Company Description At Leidos, we do work that really matters inspired by our mission to make the world safer, healthier, and more efficient through technology, engineering, and science. With 25 years of local experience, our over 2000 team members, work together to solve Australia’s toughest challenges in government, defence, intelligence and border protection. We’re robust and ambitious, and we empower our people to do their best work. You’ll feel inspired by what you can achieve and will be …",https://www.adzuna.com.au/land/ad/5037776220?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=6B61DA5A2D1DCF9210DBDBC8D718B5CC99FB281E,2025-02-07 21:42:56.740726
EL1 Lead Actuary,Talent International,"South Yarra, Stonnington Area",IT Jobs,contract,full_time,,,2025-02-06T20:47:47Z,"The opportunity Our client is a community focused federal government agency. They have an exciting opportunity available for multiple EL1 Lead Actuarial Analysts to join the team. 12-month initial contract with opportunity for extension. Competitive daily rates up to $1100 including superannuation (Dependent on experience – 5 years minimum ), with the option to be based out of Richmond or Geelong. Hybrid working environment , consisting of two days working from home, with the remaining 3 on sit…",https://www.adzuna.com.au/land/ad/5039708486?se=JJmqK0Dl7xGom9h9I8lqtQ&utm_medium=api&utm_source=4a3e4881&v=3AFBC7F596D28BF7B4DAE557699701D994B24035,2025-02-07 21:42:56.740726
Senior Data Scientist & Team Captain (m/f/x),Dynatrace,Australia,IT Jobs,,,,,2025-02-05T12:36:16Z,"Your role at Dynatrace - Ensuring smooth and effective teamwork, focusing on mentoring, coaching, and leadership - Acting as a data scientist, ensuring and improving the capabilites of Davis CoPilot (https://www.dynatrace.com/platform/artificial-intelligence/) - Prompt engineering for large language models (LLMs) which are running in Davis CoPilot (https://www.dynatrace.com/platform/artificial-intelligence/) - Deploy LLM-powered applications to production (CI/CD) - Managing and optimizing cloud…",https://www.adzuna.com.au/details/5037942030?utm_medium=api&utm_source=4a3e4881,2025-02-07 21:42:56.740726
