Title,Company,Location,Category,Contract Type,Contract Time,Salary Min,Salary Max,Created,Description,Redirect URL,timestamp
Data Analyst,RAC of WA,"West Perth, Perth",IT Jobs,,full_time,,,2025-02-04T08:31:18Z,"As a Data Analyst you will be defining and implementing analytics solutions to business problems utilising advanced analytics techniques. The role will be responsible for building analytical capability and showcasing the value of analytics by developing insights, models and demonstrating practical applications. What will you be doing? Defining Analytics Requirements: Clearly defining data requirements to enable efficient analysis and testing of hypotheses through discovery analytics. Developing…",https://www.adzuna.com.au/land/ad/5035655869?se=FHAWXYLk7xGlXQxJEqqL_Q&utm_medium=api&utm_source=4a3e4881&v=39F91E03E4B09021E73C8C788A8380091144FD81,2025-02-06 23:03:55.587274
FP&A / Data Analyst,Allura Partners,"Eastern Suburbs, Sydney Region",Accounting & Finance Jobs,,full_time,,,2025-02-06T14:47:21Z,"High Growth Business within the education industry. Opportunity to influence strategic decisions with data - driven insights. Perfect role for FP&A Analysts with an SQL skillset. About the company Allura Partners is working with a Private Equity backed financial services business within the education sector, seeking an FP&A Analyst with SQL experience. About the role This role will sit within the Financial Planning & Analysis team, where you'll play a key role in supporting financial and operat…",https://www.adzuna.com.au/land/ad/5039317478?se=FHAWXYLk7xGlXQxJEqqL_Q&utm_medium=api&utm_source=4a3e4881&v=F863DCC564411E95DCD86FF2B829DB348F672660,2025-02-06 23:03:55.587274
Financial Data Analyst,Macquarie,"The Rocks, Sydney",Accounting & Finance Jobs,,full_time,,,2025-02-04T08:31:18Z,"Join our Commodities Global Markets business as an enthusiastic and innovative Analyst. We ensure that Commodities Global Markets data is accurately and appropriately maintained for compliance with global regulations and internal policies with regards to completeness, quality, and timeliness. At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 34 markets and with 55 years o…",https://www.adzuna.com.au/land/ad/5035655876?se=FHAWXYLk7xGlXQxJEqqL_Q&utm_medium=api&utm_source=4a3e4881&v=CF33368CCF2DD8CFCDDE67485EB4D29F4490122F,2025-02-06 23:03:55.587274
Senior Technical Data Analyst,Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:34Z,"Do work that matters We’re a global data and analytics team with a customer-led mindset committed to building a brighter future for all. Our vision is to build and deliver world-class experiences for our customers using the power of data, analytics and artificial intelligence (AI). To us, data is everything, it’s what powers our cutting-edge features and the reason we can provide seamless experiences for our customers from the branch on your street to the app on your phone. See yourself in our …",https://www.adzuna.com.au/land/ad/5038362712?se=FHAWXYLk7xGlXQxJEqqL_Q&utm_medium=api&utm_source=4a3e4881&v=CE906FEA3EF9353F63B2F2079E49E01EAA9A6628,2025-02-06 23:03:55.587274
Senior Data Analyst | Risk Management Group,Macquarie,"The Rocks, Sydney",Accounting & Finance Jobs,,full_time,,,2025-02-04T08:31:16Z,"Work alongside business stakeholders, Architects and Engineers to help us manage and analyse our data, design effective solutions, and develop data models. At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 34 markets and with 55 years of unbroken profitability. You’ll be part of a friendly and supportive team where everyone - no matter what role - contributes ideas and dr…",https://www.adzuna.com.au/land/ad/5035655771?se=FHAWXYLk7xGlXQxJEqqL_Q&utm_medium=api&utm_source=4a3e4881&v=D78C2772A26FAAE8BBADDF5E03DBE3A96265F020,2025-02-06 23:03:55.587274
Data Analyst,CircuIT Recruitment Group,"Melbourne, Melbourne Region",IT Jobs,permanent,full_time,110000,110000,2025-02-06T04:58:05Z,"Job Title: Data Analyst Location: Southeastern Suburbs, Melbourne (Office-based, 5 days per week) Salary: $110,000  Super (Flexible based on experience) About the Company: Our client is a national, full-service transport and logistics company. With a core focus on same-day transport, the company has grown from 60 to 600 employees over the past two decades. Role Overview: We are seeking a Data Analyst to support data-related responsibilities, process improvement, and business reporting. Acting a…",https://www.adzuna.com.au/details/5038795453?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:03:55.587274
Data Analyst,South Australia Health Careers,"Adelaide CBD, Adelaide",IT Jobs,,full_time,,,2025-02-06T20:15:55Z,"Southern Adelaide Local Health Network – Flinders Medical Centre – Corporate Services Salary $108,109.00 - $116,864.00 (Pro Rata) ASO7 | Full Time – Ongoing We are seeking a dedicated and skilled Data Analyst to join our SALHN Operations Centre Team. About the role: Reporting to the Adv. Nursing Director Operations, as the Dala Analyst this role will be involved in undertaking operational data management and analysis, development of operational health analytics and presentation of operational i…",https://www.adzuna.com.au/details/5039688932?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:03:55.587274
Data Analyst,SA Health,Australia,IT Jobs,,full_time,108109,116864,2025-02-06T21:57:46Z,"Southern Adelaide Local Health Network – Flinders Medical Centre – Corporate Services Salary $108,109.00 - $116,864.00 (Pro Rata) ASO7 | Full Time – Ongoing We are seeking a dedicated and skilled Data Analyst to join our SALHN Operations Centre Team. About the role: Reporting to the Adv. Nursing Director Operations, as the Dala Analyst this role will be involved in undertaking operational data management and analysis, development of operational health analytics and presentation of operational i…",https://www.adzuna.com.au/details/5039747103?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:03:55.587274
Data Analyst,ATTURRA OPERATIONS PTY LTD,"Brisbane, Brisbane Region",IT Jobs,permanent,full_time,140000,160000,2025-02-06T17:50:37Z,"Why is this an exciting opportunity? At Atturra, an Australian-owned ASX-listed advisory and IT solutions provider, we have a team of over 900 professionals working across Australia, New Zealand, Hong Kong and Singapore. Our diverse and dynamic team is united by our passion for innovation, using our expertise to leverage technology for business transformation. As part of our Cloud Business Solutions team, we have a strong partnership with Microsoft. This allows us to leverage their cutting-edge…",https://www.adzuna.com.au/details/5039554305?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:03:55.587274
Senior Data Insight Analyst,Westpac Group,"Adelaide CBD, Adelaide",Accounting & Finance Jobs,permanent,full_time,,,2025-02-06T08:42:10Z,"Senior Data Insight Analyst Permanent, Full-time opportunity Sydney or Adelaide based Hybrid working model How will I help? As a Senior Data Insight Analyst, you will be a key Member of the Customer Solutions and your role is paramount to helping contribute the delivery of Westpac’s vision and Strategic priorities. The role is responsible for the provision of analysis and insights to the Customer Solutions business which involves managing the requirements and delivering them for the Customer So…",https://www.adzuna.com.au/land/ad/5038983494?se=FHAWXYLk7xGlXQxJEqqL_Q&utm_medium=api&utm_source=4a3e4881&v=5F86C33A3C0853D20CD4A2BA6B8D6DBD599B0F3F,2025-02-06 23:03:55.587274
