Title,Company,Location,Category,Contract Type,Contract Time,Salary Min,Salary Max,Created,Description,Redirect URL,timestamp
Data Scientist,Talent International,"South Yarra, Stonnington Area",IT Jobs,contract,,,,2025-02-06T20:47:47Z,"Our client is a leading national retailer currently seeking a Data Scientist to deliver across a range of projects enhancing customer experience. Your new role will see you delivering seamless and proactive services across the business. By articulating customer opportunity, commercial benefit and data findings you will provide invaluable insights to the business. Internally, you will help promote the use of advanced analytics and help demonstrate the value behind business decisions. Skills and …",https://www.adzuna.com.au/land/ad/5039708485?se=jjg6koLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=F4856E0FD8F774D690CA26BD3825DD57B25F2703,2025-02-06 23:05:42.687706
Data Scientist,Ignite Recruitment,"City, North Canberra",IT Jobs,contract,full_time,,,2025-02-04T20:29:07Z,"I'm working with a Federal Government organisation to find a Data Scientist. Duration: 6 month initial contract Location: Canberra Citizenship/Security Clearance requirements: Australian citizens with the ability to obtain a minimum baseline clearance. The Data Scientist will develop, implement and optimise analytical and predictive models and assist with the statistical management and analysis of department databases and data. This will include using a variety of statistical, predictive modell…",https://www.adzuna.com.au/land/ad/5036226836?se=jjg6koLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=8682D82C91DF083CB6296F5D9A9FAE704D2FE0FA,2025-02-06 23:05:42.687706
Data Scientist,Michael Page,"Hawthorn East, Boroondara Area",IT Jobs,contract,full_time,233982,259980,2025-02-06T14:47:22Z,"Work on advanced machine learning projects with real business impact. About Our Client Our client is a large organization in the retail sector, renowned for its commitment to innovation and customer service. With a strong presence across Australia, they operate in a fast-paced, technology-driven environment. Job Description Extract, analyse and interpret large volumes of data to identify trends and insights. Develop predictive models to support decision making and business optimisation. Collabo…",https://www.adzuna.com.au/land/ad/5039317619?se=jjg6koLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=B73B2643587DB4EF53A24CE231F39BC32691AB69,2025-02-06 23:05:42.687706
Principal Data Scientist,Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:34Z,"Join Our Team About Us: Our Retail Banking Services (RBS) AI and Data Science team is central to realizing the Group’s vision of a future enriched by advanced AI technologies. We integrate cutting-edge Generative AI, Agentic AI, and Deep Learning methodologies to provide a seamless, customer-centric banking experience. Our team delivers market-leading products and services supported by some of the world’s most sophisticated systems and processes. The Opportunity: We are looking for a Principal …",https://www.adzuna.com.au/land/ad/5038362728?se=jjg6koLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=4B43BF612DB43FA9096CEB644E63E6EC8F67B3E3,2025-02-06 23:05:42.687706
Senior Staff Data Scientist,Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:34Z,"Senior Staff Data Scientist – Gen AI, ML You are determined to stay ahead of the latest technologies in Gen AI and Data Science We're one of the largest and most advanced Data Science practices in the country Together we can build state-of-the-art Data Science models that power seamless experiences for millions of customers. Do work that matters As we continue our pursuit of NPS 30 we need to transform the way we engage with our customers and colleagues. As the Senior Staff Data Scientist withi…",https://www.adzuna.com.au/land/ad/5038362753?se=jjg6koLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=28588AAF19E138586B418D9BA60034607551379A,2025-02-06 23:05:42.687706
"Senior Data Scientist - Gen AI, ML",Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:35Z,"Senior Data Scientist – Gen AI, ML You are determined to stay ahead of the latest technologies in Gen AI and Data Science We're one of the largest and most advanced Data Science practices in the country Together we can build state-of-the-art Data Science models that power seamless experiences for millions of customers. Do work that matters As we continue our pursuit of NPS 30 we need to transform the way we engage with our customers and colleagues. As the Senior Staff Data Scientist within Chie…",https://www.adzuna.com.au/land/ad/5038362825?se=jjg6koLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=01C4DE089BAEACA3E807DEA954998880D92C77F8,2025-02-06 23:05:42.687706
"Senior Data Scientist - ML, Gen AI",Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:34Z,"Senior Data Scientist – ML, Gen AI You are determined to stay ahead of the latest technologies in Data Science We are one of the largest and most advanced Data Science practices in the country Together we can build state-of-the-art AI models that power seamless experiences for millions of customers. Do work that matters As a Senior Data Scientist within the Technology Data Science team, you will play a key role in the design, development, and deployment of state-of-the-art ML and Gen AI models …",https://www.adzuna.com.au/land/ad/5038362806?se=jjg6koLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=DCB36C2934ED3A141B35CBAA78221A5703EA0B90,2025-02-06 23:05:42.687706
"Senior Associate Data Scientist- ML, Gen AI",Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:35Z,"Senior Associate Data Scientist- ML, Gen AI You are curious and passionate to build advanced ML and Gen AI models We are ambitious in transforming lives of customers using ML and Gen AI Together we will deliver innovative Gen AI solutions at scale to our customers Do work that matters: Here, you’ll turn your passion into reality. In this role, you will contribute to design, development and implementation to cutting edge AI solutions to accelerate Tech modernization, SDLC and uplift customer exp…",https://www.adzuna.com.au/land/ad/5038362861?se=jjg6koLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=C101C0F14D30FA517DE1668A8DD61F90ADFBAE3F,2025-02-06 23:05:42.687706
Data Scientist,Sharp & Carter,"Melbourne, Melbourne Region",IT Jobs,permanent,full_time,115000,115000,2025-02-04T05:14:26Z,"Location: Springvale (3 days onsite) Employment Type: Permanent We are seeking a highly motivated and experienced Data Scientist to join a dynamic team based in Springvale. This is a great opportunity to work on exciting data challenges as the company transitions to a new data infrastructure, with a focus on data ingestion and ensuring data consistency. Key Responsibilities: Oversee and manage the data migration process, addressing gaps in legacy data. Collaborate with the team to migrate and i…",https://www.adzuna.com.au/details/5035505019?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:05:42.687706
Data Scientist,MPAU Technology,"Auburn, Boroondara Area",IT Jobs,contract,full_time,,,2025-02-05T18:03:23Z,"Our client is currently seeking a dedicated and experienced Data Scientist with a strong background in the retail industry. The role will involve using data analytics to optimize our business operations and improve customer experiences. Client Details Our client is a large organization in the retail sector, renowned for its commitment to innovation and customer service. With a strong presence across Australia, they operate in a fast-paced, technology-driven environment. Description Extract, ana…",https://www.adzuna.com.au/details/5038217001?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:05:42.687706
